classe_real,arquivo,predito,score_vencedor,93000005_Meio_das_Asas_Congelado,93000006_Coxinhas_das_Asas_Congelado,93000025_File_de_Peito_Congelado,93000064_Coracao,93000068_Moela_Congelada,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,93000106_Coxas_e_Sobrecoxas_Congelado
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_19_38.913769.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0909,0.0245,0.0248,0.0536,0.0,0.0,0.0909,0.0529
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_21_15.795927.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0942,0.0196,0.0124,0.0446,0.037,0.0519,0.0942,0.0288
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_21_34.557183.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0974,0.0196,0.0311,0.0714,0.037,0.0519,0.0974,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_21_38.689306.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0844,0.0196,0.0186,0.0714,0.037,0.039,0.0844,0.0529
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_21_51.853192.jpg,unknown,0.0536,0.0147,0.0373,0.0536,0.0,0.039,0.0519,0.0385
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_22_24.847852.jpg,93000025_File_de_Peito_Congelado,0.1429,0.0294,0.0311,0.1429,0.0,0.0519,0.0649,0.024
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_24_36.988562.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.1234,0.0245,0.0186,0.0268,0.0494,0.0,0.1234,0.0385
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_24_55.917293.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0812,0.0294,0.0248,0.0625,0.0494,0.039,0.0812,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_24_57.849829.jpg,93000025_File_de_Peito_Congelado,0.0982,0.0147,0.0186,0.0982,0.037,0.0909,0.0877,0.0577
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_24_59.816061.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.1006,0.0196,0.0,0.0804,0.0494,0.0519,0.1006,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_25_01.715924.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0844,0.0294,0.0373,0.0804,0.0494,0.0649,0.0844,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_25_15.579404.jpg,unknown,0.0584,0.0147,0.0186,0.0446,0.0,0.0,0.0584,0.0337
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_25_38.608635.jpg,unknown,0.0747,0.0196,0.0186,0.0625,0.037,0.0649,0.0747,0.0433
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_26_02.604026.jpg,unknown,0.0536,0.0147,0.0,0.0536,0.0,0.039,0.0422,0.0192
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_32_52.588177.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.1948,0.0343,0.0248,0.1071,0.0741,0.1039,0.1948,0.0577
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_33_00.986679.jpg,unknown,0.0519,0.0245,0.0248,0.0,0.0494,0.039,0.0519,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_33_02.752443.jpg,unknown,0.0584,0.0147,0.0,0.0,0.0247,0.039,0.0584,0.0481
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_33_04.652202.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0974,0.0147,0.0186,0.0357,0.0494,0.0,0.0974,0.0817
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_33_06.552088.jpg,unknown,0.0536,0.0196,0.0248,0.0536,0.0,0.0,0.0487,0.0192
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_33_08.452166.jpg,unknown,0.0714,0.0196,0.0373,0.0446,0.0247,0.0,0.0714,0.0433
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_33_14.050492.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.1429,0.0196,0.0186,0.0625,0.0494,0.0779,0.1429,0.0577
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_33_25.748590.jpg,unknown,0.013,0.0,0.0,0.0,0.0,0.0,0.013,0.0
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_33_46.477424.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.0844,0.0245,0.0248,0.0536,0.0,0.0,0.0844,0.0385
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_34_10.472387.jpg,unknown,0.0779,0.0196,0.0373,0.0446,0.0494,0.0779,0.0552,0.0288
93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,TesteTempoPosicao2025-02-05 16_34_12.338781.jpg,93000096_File_de_Coxas_e_Sobre_Coxas_com_Pele_Congelado,0.1006,0.0147,0.0186,0.0982,0.0494,0.0519,0.1006,0.0481
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_03_45.097032.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1106,0.0245,0.0,0.0268,0.0494,0.0649,0.0325,0.1106
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_04_14.988946.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.149,0.0147,0.0373,0.0446,0.037,0.0,0.026,0.149
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_04_38.053771.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1971,0.0392,0.0373,0.0446,0.0494,0.0779,0.0325,0.1971
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_05_25.175178.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.7981,0.0343,0.0559,0.0268,0.037,0.0519,0.0292,0.7981
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_05_57.571153.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.149,0.0147,0.0373,0.0357,0.037,0.039,0.0325,0.149
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_07_01.956482.jpg,unknown,0.0529,0.0098,0.0186,0.0,0.037,0.0,0.026,0.0529
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_09_34.225984.jpg,unknown,0.0673,0.0196,0.0186,0.0179,0.0494,0.0,0.0162,0.0673
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_09_57.885732.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1683,0.0245,0.0248,0.0357,0.0494,0.0519,0.0195,0.1683
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_10_19.949661.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.0817,0.0245,0.0,0.0357,0.0494,0.0779,0.0292,0.0817
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_10_49.010453.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.101,0.0196,0.0186,0.0268,0.0,0.0649,0.0292,0.101
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_11_01.772662.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.101,0.0147,0.0248,0.0357,0.037,0.0649,0.0357,0.101
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_11_22.203518.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1298,0.0392,0.0373,0.0268,0.037,0.0909,0.026,0.1298
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_11_54.633935.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1538,0.0294,0.0248,0.0446,0.0494,0.0519,0.0357,0.1538
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_12_33.088461.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1202,0.0245,0.0248,0.0,0.0494,0.0519,0.0292,0.1202
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_13_14.714127.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1298,0.0343,0.0248,0.0357,0.0494,0.1039,0.0227,0.1298
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_14_08.448351.jpg,unknown,0.0529,0.0196,0.0311,0.0268,0.0,0.0,0.0227,0.0529
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_15_35.984690.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1154,0.0245,0.0248,0.0357,0.0864,0.039,0.0422,0.1154
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_16_13.612037.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.149,0.0392,0.0311,0.0357,0.0494,0.0,0.026,0.149
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_17_17.730277.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.2019,0.0147,0.0248,0.0357,0.0617,0.0649,0.026,0.2019
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_18_28.919831.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1394,0.0245,0.0248,0.0357,0.1111,0.039,0.0357,0.1394
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_19_13.842022.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1394,0.0196,0.0248,0.0357,0.037,0.0,0.0227,0.1394
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_19_55.967261.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.0865,0.0245,0.0311,0.0446,0.037,0.0519,0.0422,0.0865
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_20_31.095902.jpg,unknown,0.024,0.0147,0.0,0.0,0.0,0.0,0.013,0.024
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_21_27.748047.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1298,0.0196,0.0311,0.0268,0.037,0.0649,0.0357,0.1298
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_22_06.372056.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.125,0.0245,0.0248,0.0357,0.0617,0.0649,0.0227,0.125
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_23_21.091930.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1442,0.0196,0.0373,0.0268,0.037,0.0519,0.026,0.1442
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_23_43.787795.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.0865,0.0343,0.0186,0.0357,0.037,0.0519,0.0292,0.0865
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_24_59.904227.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1298,0.0147,0.0186,0.0357,0.0617,0.0649,0.0227,0.1298
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_25_23.967525.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.0962,0.0294,0.0186,0.0,0.037,0.0649,0.0357,0.0962
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_25_47.894884.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.2212,0.0294,0.0186,0.0268,0.0741,0.0649,0.0519,0.2212
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_26_15.591197.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.2163,0.0196,0.0248,0.0357,0.037,0.0779,0.0357,0.2163
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_26_55.881351.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.125,0.0245,0.0311,0.0357,0.0494,0.0649,0.0292,0.125
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_27_23.075556.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.149,0.0294,0.0435,0.0268,0.0494,0.0909,0.0422,0.149
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_28_20.432034.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1106,0.0196,0.0311,0.0357,0.0617,0.039,0.0162,0.1106
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_29_07.554105.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1779,0.0294,0.0311,0.0625,0.0494,0.1169,0.0357,0.1779
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_29_48.080671.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.2644,0.0294,0.0373,0.0357,0.0617,0.0649,0.0455,0.2644
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_30_12.376093.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1442,0.0196,0.0186,0.0268,0.0864,0.0649,0.026,0.1442
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_30_44.372543.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.149,0.0196,0.0435,0.0357,0.0,0.0519,0.0325,0.149
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_31_23.261343.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1442,0.0147,0.0311,0.0268,0.0741,0.0649,0.0195,0.1442
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_31_56.954209.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1202,0.0294,0.0248,0.0357,0.0494,0.0909,0.039,0.1202
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_32_25.616040.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.226,0.0392,0.0311,0.0446,0.0617,0.0909,0.0292,0.226
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_33_00.074646.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1346,0.0392,0.0497,0.0357,0.037,0.0519,0.026,0.1346
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_33_47.699698.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.2019,0.0294,0.0373,0.0268,0.037,0.0519,0.0292,0.2019
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_34_50.852852.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.101,0.0147,0.0559,0.0357,0.0617,0.0519,0.0227,0.101
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_35_59.871257.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1202,0.0196,0.0248,0.0357,0.0741,0.0909,0.0292,0.1202
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_36_32.700167.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1298,0.0147,0.0124,0.0357,0.037,0.0649,0.0195,0.1298
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_37_13.789770.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1106,0.0245,0.0186,0.0357,0.0617,0.039,0.0292,0.1106
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_38_11.278128.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1587,0.0294,0.0311,0.0268,0.037,0.0649,0.0325,0.1587
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_38_54.504502.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.1058,0.0196,0.0248,0.0268,0.037,0.0,0.0357,0.1058
93000106_Coxas_e_Sobrecoxas_Congelado,TesteTempoPosicao2023-03-02 10_39_57.658307.jpg,93000106_Coxas_e_Sobrecoxas_Congelado,0.2067,0.0294,0.0248,0.0357,0.0494,0.0909,0.0422,0.2067
